row_index,country,date,file_name,link,region,story,title,country_simple,story_title,story_link,lat,lng,Category
2206,Kenya,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",SudanTribune - http://www.sudantribune.com/spip.php?article53070,Eastern and Southern Africa,"South Sudans president, Salva Kiir, has held reconciliation and unity talks with a group former political detainees in the Ugandan capital, Kampala, one week ahead of the resumption of peace talks in Ethiopia. The group is led by Rebecca Nyandeng de Mabior, wife of the late founding leader of the Sudan Peoples Liberation Movement (SPLM), John Garang de Mabior. A former long-serving adviser to the president on human rights and gender affairs, de Mabior was sacked on Kiirs orders last August. The talks were organised by Ugandan president Yoweri Museveni, who urged the two sides to renew their commitment to ending the countrys more than 11-month-long conflict or risk being trouble makers in the region.",South Sudan president holds reconciliation talks with Garangs widow,kenya,South Sudan president holds reconciliation talks with Garangs widow,SudanTribune - http://www.sudantribune.com/spip.php?article53070,-0.023559,37.906193,food
2207,Across Region,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",LA Times - http://www.latimes.com/nation/nationnow/la-na-immigration-numbers-20141114-story.html,Latin America and the Caribbean,"The number of unaccompanied children apprehended by federal agents in October at the US Southwest border was down by 40% compared with October 2013, according to US Customs and Border Protection. The announcement comes as the US prepares for a renewed battle over immigration issues. Over the summer, the swell of children and their families illegally crossing the border, mainly from El Salvador, Guatemala and Honduras, inflamed the political debate. The latest numbers show that in the nine sectors of the Southwest border from California to Texas, the number of unaccompanied children apprehended by federal border personnel fell from about 4,181 in October 2013 to 2,529 in October 2014, the agency said. Family apprehensions also fell, from 2,414 to 2,163, about 10%, the agency said. The numbers are organized by federal fiscal year, which begins on 1 October, so it is too soon to make annual comparisons. But the monthly decrease is part of a continuing trend, the Homeland Security Secretary said.",Border crossings by children decline as immigration debate intensifies,,Border crossings by children decline as immigration debate intensifies,LA Times - http://www.latimes.com/nation/nationnow/la-na-immigration-numbers-20141114-story.html,0,0,food
2208,Across Region,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",AP - http://abcnews.go.com/Politics/wireStory/us-grant-refugee-status-children-26912922,Latin America and the Caribbean,"The US government will launch a program in December 2014 to grant refugee status to some people under the age of 21 who live in Guatemala, Honduras and El Salvador and whose parents legally reside in the US. US officials say parents can ask authorities free of charge for refugee status for their children in the Central American countries. The program does not apply to minors who have arrived in the US illegally. US officials said that children deemed refugees will be able to work immediately upon arrival in the U.S., opt for permanent residency the following year and for naturalization five years later. They did not say how long the process of receiving refugee status will take. Central American children who meet the requirements will be part of a quota of 4,000 people from Latin America receiving refugee status each fiscal year, officials said. The US quota of Latin America refugees currently consists of Cubans and Colombians. Applicants who don't meet the requirements will be evaluated to see if they can be admitted conditionally under a non-permanent migratory status that allows them to work temporarily in the US.",US to grant refugee status to some children,,US to grant refugee status to some children,AP - http://abcnews.go.com/Politics/wireStory/us-grant-refugee-status-children-26912922,0,0,food
2209,Bolivia,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",MNN - https://www.mnnonline.org/news/bolivian-child-labor-laws-increase-awareness-issues/,Latin America and the Caribbean,"Bolivias child labor law seemingly disregards the age protocols put in place by the International Labor Organizations (ILO). Now four months old, the practicalities of the law are being revealed. There are some protections included in the law: children between 10 and 12 must be supervised by a parent while they work, children under 12 are not permitted to undertake third-party employment, and children must still attend school. One obvious problem with Bolivias law: how will children, exhausted after a days work, be able to engage in learning?",Child labor laws increase awareness of issues,bolivia,Child labor laws increase awareness of issues,MNN - https://www.mnnonline.org/news/bolivian-child-labor-laws-increase-awareness-issues/,-16.290154,-63.588653,food
2210,Haiti,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",AP - http://abcnews.go.com/International/wireStory/haiti-police-face-crucial-test-drawdown-26960021,Latin America and the Caribbean,"Disdained by many as abusive or inept, officers of Haiti's force say their new approach is beginning to pay off. A New York City Police officer, who worked as a Haitian officer in the 1990s before moving to the US, closely watched the rookies work on building trust with local residents. ""The population's comfort level with police is not going to change overnight, but we're removing the myth that police are not friendly or approachable. People here are starting to see that they can talk to the cops,"" he said. Haitians will soon rely more on their police to maintain security as the UN downsizes the peacekeeping force it has kept in Haiti since 2004. While the UN will maintain a police contingent of 2,601, it will cut its multinational troop size from 5,021 to 2,370 in June 2015. Many people wonder if the Haitian officers will be ready.",Police face crucial test with UN drawdown,haiti,Police face crucial test with UN drawdown,AP - http://abcnews.go.com/International/wireStory/haiti-police-face-crucial-test-drawdown-26960021,18.971187,-72.285215,food
2211,Honduras,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",La Prensa - http://www.laprensa.com.ni/2014/11/14/economia/1388275-la-onu-dona-us2-6-millones-a-honduras-para-afectados-por-la-sequia,Latin America and the Caribbean,"The UN System announced the allocation of $2.6 million from the Central Emergency Response Fund (CERF) to assist people affected by drought in 13 municipalities in the dry corridor in Choluteca, Valle, El Paraiso and Francisco Morazan. The fund will support projects in four sectors: food security and recovery of agricultural livelihoods, health, nutrition and water, sanitation and hygiene (WASH). UNICEF will receive more than $500,000 for nutrition and WASH.",UN announced CERF allocation to fight drought - UNICEF mention,honduras,UN announced CERF allocation to fight drought - UNICEF mention,La Prensa - http://www.laprensa.com.ni/2014/11/14/economia/1388275-la-onu-dona-us2-6-millones-a-honduras-para-afectados-por-la-sequia,15.199999,-86.241905,food
2212,Peru,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",EFE - http://www.laht.com/article.asp?ArticleId=2360735&CategoryId=14095,Latin America and the Caribbean,"Two suspected members of the Shining Path rebel group were captured after they exchanged gunfire with an army patrol, the Peruvian Armed Forces Joint Command said. The encounter took place on a path near Panti Tincuy, a settlement in what the military has designated as the Valley of the Apurimac, Ene and Mantaro Rivers (VRAEM), where remnants of Shining Path continue to operate more than two decades after the insurgency was defeated at the national level. The army patrol intercepted the suspects as they were traveling in a vehicle driven by a third man. Once the shooting was over, the soldiers inspected the vehicle and found two rifles, a handgun and ammunition magazines for a FAL combat rifle and an Uzi submachine gun, the Joint Command said.",Two suspected Shining Path members captured in the south,peru,Two suspected Shining Path members captured in the south,EFE - http://www.laht.com/article.asp?ArticleId=2360735&CategoryId=14095,-9.189967,-75.015152,food
2213,Across Region,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Reuters - http://www.reuters.com/article/2014/11/17/us-egypt-birdflu-death-idUSKCN0J11H020141117,Middle East and North Africa,"An Egyptian woman died on Monday of H5N1 bird flu after coming into contact with infected birds, the second death from the disease this year, a health ministry spokesman told Reuters.  Egypt has identified seven cases of the virus in people this year, including the two who died, Hosam Abdel Gaffar said.  In the latest case, the woman was 19 and died at a hospital in the southern region of Assiut, he said.",ISIS claims Baghdad bomb attack on U.N. convoy,,ISIS claims Baghdad bomb attack on U.N. convoy,Reuters - http://www.reuters.com/article/2014/11/17/us-egypt-birdflu-death-idUSKCN0J11H020141117,0,0,food
2214,Across Region,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Reuters - http://www.reuters.com/article/2014/11/17/us-egypt-sinai-buffer-idUSKCN0J11M920141117,Middle East and North Africa,"Egypt will double to one kilometre (0.62 mile) the depth of a security buffer zone it is clearing on its border with the Gaza Strip after some of the worst anti-state violence since President Mohamed Mursi was overthrown last year.  Egypt declared a state of emergency in the border area after at least 33 security personnel were killed last month in two attacks in the Sinai Peninsula, a remote but strategic region bordering Israel, Gaza and the Suez Canal.  It also accelerated plans to create a 500-meter deep buffer strip along the border by clearing houses and trees and destroying subterranean tunnels it says are used to smuggle arms from Gaza to militants in Sinai.",Egypt to deepen buffer zone with Gaza after finding longer tunnels,,Egypt to deepen buffer zone with Gaza after finding longer tunnels,Reuters - http://www.reuters.com/article/2014/11/17/us-egypt-sinai-buffer-idUSKCN0J11M920141117,0,0,food
2215,Iraq,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Al Arabiya - http://english.alarabiya.net/en/News/middle-east/2014/11/17/Baghdad-car-bombs-kill-at-least-12-.html,Middle East and North Africa,"Two car bombs exploded in Baghdad on 17 November, killing at least 12 people and wounding at least 29, security and medical officials said. One exploded on a main commercial street in the Mashtal area of east Baghdad, while the other hit a similar road in Amriyah in the west. There was no immediate claim for the attacks but the Islamic State of Iraq and Syria (ISIS) militant group has claimed multiple car bombs in Baghdad in recent weeks.",Baghdad car bombs kill at least 12 people,iraq,Baghdad car bombs kill at least 12 people,Al Arabiya - http://english.alarabiya.net/en/News/middle-east/2014/11/17/Baghdad-car-bombs-kill-at-least-12-.html,33.223191,43.679291,food
